order_id,customer_id,order_timestamp,gross_order_value,discount_amount,cogs_amount,refund_amount,order_status
ORD_0003106,CUST_002620,2024-10-16 17:26:58,121.53,0.0,44.45,121.53,refunded
ORD_0003107,CUST_002621,2025-08-07 11:15:44,151.6,22.74,52.51,0.0,completed
ORD_0003108,CUST_002622,2025-10-12 13:14:20,102.45,0.0,37.62,0.0,completed
ORD_0003109,CUST_002623,2025-01-01 22:00:36,88.84,17.77,33.32,0.0,completed
ORD_0003110,CUST_002624,2025-11-22 01:18:31,114.56,0.0,38.41,0.0,completed
ORD_0003111,CUST_002625,2024-11-10 21:18:52,129.31,19.4,41.64,0.0,completed
ORD_0003112,CUST_002626,2025-12-16 20:33:15,76.69,0.0,28.57,0.0,completed
ORD_0003113,CUST_002627,2024-03-27 07:33:37,78.44,7.84,27.68,0.0,completed
ORD_0003114,CUST_002628,2025-06-25 15:39:31,166.19,0.0,57.85,0.0,completed
ORD_0003115,CUST_002629,2025-02-16 11:40:42,102.22,15.33,36.83,0.0,completed
ORD_0003116,CUST_002630,2024-12-20 02:13:33,69.8,0.0,22.82,0.0,completed
ORD_0003117,CUST_002631,2025-05-05 10:16:13,69.51,0.0,23.25,69.51,refunded
ORD_0003118,CUST_002631,2025-06-30 06:16:13,78.0,0.0,29.42,0.0,completed
ORD_0003119,CUST_002631,2025-09-10 21:16:13,118.49,11.85,39.48,0.0,completed
ORD_0003120,CUST_002632,2025-07-21 19:17:39,59.8,0.0,20.52,0.0,completed
ORD_0003121,CUST_002633,2024-01-05 11:07:10,129.51,0.0,42.87,0.0,completed
ORD_0003122,CUST_002634,2024-06-25 16:24:11,108.89,16.33,38.03,0.0,completed
ORD_0003123,CUST_002635,2025-07-24 18:33:29,79.69,19.92,29.92,0.0,completed
ORD_0003124,CUST_002636,2025-06-25 03:27:14,70.82,10.62,23.99,0.0,completed
ORD_0003125,CUST_002637,2025-12-16 15:33:24,66.6,0.0,21.41,0.0,completed
ORD_0003126,CUST_002638,2025-08-24 21:05:25,126.44,0.0,44.32,0.0,completed
ORD_0003127,CUST_002639,2025-12-25 13:22:13,90.7,0.0,32.41,0.0,completed
ORD_0003128,CUST_002640,2025-07-11 02:40:10,71.1,0.0,25.78,0.0,completed
ORD_0003129,CUST_002641,2024-09-14 23:43:22,62.85,12.57,23.22,0.0,completed
ORD_0003130,CUST_002642,2024-04-28 13:35:54,133.22,19.98,47.02,0.0,completed
ORD_0003131,CUST_002643,2025-08-05 16:55:20,64.72,6.47,24.34,0.0,completed
ORD_0003132,CUST_002644,2025-06-18 21:08:38,99.87,9.99,37.82,0.0,completed
ORD_0003133,CUST_002645,2024-02-11 20:09:29,74.54,14.91,26.49,0.0,completed
ORD_0003134,CUST_002646,2024-11-24 07:36:25,87.21,13.08,31.51,0.0,completed
ORD_0003135,CUST_002647,2025-12-30 02:41:44,99.11,0.0,35.44,0.0,completed
ORD_0003136,CUST_002648,2025-02-10 19:57:48,94.32,9.43,30.51,0.0,completed
ORD_0003137,CUST_002649,2025-01-18 23:40:40,64.1,0.0,23.88,0.0,completed
ORD_0003138,CUST_002649,2025-05-27 19:40:40,50.57,0.0,17.07,0.0,completed
ORD_0003139,CUST_002650,2025-01-27 02:20:18,105.44,26.36,35.82,0.0,completed
ORD_0003140,CUST_002651,2024-07-21 09:13:06,109.69,10.97,41.64,0.0,completed
ORD_0003141,CUST_002652,2024-11-20 02:31:50,59.94,0.0,20.99,0.0,completed
ORD_0003142,CUST_002653,2024-11-23 23:48:58,104.35,0.0,36.78,0.0,completed
ORD_0003143,CUST_002654,2024-02-27 19:29:26,120.95,18.14,42.59,58.38,completed
ORD_0003144,CUST_002655,2025-08-06 20:56:31,71.97,0.0,24.88,0.0,completed
ORD_0003145,CUST_002656,2024-12-21 01:03:32,54.28,5.43,19.3,0.0,completed
ORD_0003146,CUST_002657,2025-09-12 07:59:43,123.83,0.0,44.6,0.0,completed
ORD_0003147,CUST_002658,2025-10-14 08:21:33,57.72,11.54,18.48,0.0,completed
ORD_0003148,CUST_002659,2024-07-15 00:45:59,95.23,9.52,34.55,0.0,completed
ORD_0003149,CUST_002660,2025-06-29 12:38:00,110.92,16.64,38.04,0.0,completed
ORD_0003150,CUST_002661,2025-02-24 12:10:19,107.65,0.0,37.24,0.0,completed
ORD_0003151,CUST_002662,2025-10-15 02:33:18,125.4,0.0,45.74,125.4,refunded
ORD_0003152,CUST_002663,2024-07-02 23:53:43,55.94,0.0,20.76,38.66,completed
ORD_0003153,CUST_002664,2025-06-05 13:55:41,119.34,0.0,39.9,119.34,refunded
ORD_0003154,CUST_002665,2025-05-29 15:45:04,73.37,14.67,26.55,0.0,completed
ORD_0003155,CUST_002666,2024-09-10 07:24:14,107.16,0.0,38.77,0.0,completed
ORD_0003156,CUST_002667,2024-05-30 12:52:58,68.99,0.0,23.78,0.0,completed
ORD_0003157,CUST_002668,2025-06-08 13:16:42,95.69,0.0,32.54,0.0,completed
ORD_0003158,CUST_002668,2025-08-21 04:16:42,98.26,0.0,32.06,0.0,completed
ORD_0003159,CUST_002669,2025-07-11 14:09:50,94.8,9.48,33.36,0.0,completed
ORD_0003160,CUST_002670,2024-10-11 05:51:54,50.43,0.0,17.92,0.0,completed
ORD_0003161,CUST_002671,2025-06-18 00:13:05,127.8,25.56,42.5,0.0,completed
ORD_0003162,CUST_002672,2024-12-12 08:19:29,105.27,0.0,37.62,0.0,completed
ORD_0003163,CUST_002673,2025-07-09 04:31:37,64.78,6.48,24.1,0.0,completed
ORD_0003164,CUST_002674,2024-07-14 19:27:50,58.78,11.76,21.07,0.0,completed
ORD_0003165,CUST_002675,2025-10-10 01:42:51,96.3,0.0,32.08,0.0,completed
ORD_0003166,CUST_002676,2024-09-26 16:31:05,75.73,0.0,28.34,75.73,refunded
ORD_0003167,CUST_002677,2024-11-22 07:53:49,57.53,0.0,19.47,0.0,completed
ORD_0003168,CUST_002678,2024-02-02 07:02:47,70.61,7.06,26.62,0.0,completed
ORD_0003169,CUST_002679,2024-04-06 01:25:39,146.15,21.92,49.05,0.0,completed
ORD_0003170,CUST_002680,2025-03-13 23:54:09,85.41,17.08,30.41,0.0,completed
ORD_0003171,CUST_002680,2025-05-05 07:54:09,123.51,30.88,44.24,0.0,completed
ORD_0003172,CUST_002681,2024-09-01 20:29:01,52.87,0.0,20.0,52.87,refunded
ORD_0003173,CUST_002681,2024-10-07 08:29:01,85.95,0.0,29.35,49.86,completed
ORD_0003174,CUST_002682,2025-09-04 20:33:18,97.02,0.0,34.04,0.0,completed
ORD_0003175,CUST_002683,2024-01-14 08:05:34,87.6,13.14,30.79,0.0,completed
ORD_0003176,CUST_002683,2024-02-17 06:05:34,107.48,16.12,38.58,0.0,completed
ORD_0003177,CUST_002684,2024-11-23 09:53:27,64.04,0.0,20.98,0.0,completed
ORD_0003178,CUST_002685,2024-10-04 20:25:50,93.14,9.31,31.21,0.0,completed
ORD_0003179,CUST_002685,2024-11-06 02:25:50,71.08,0.0,23.4,0.0,completed
ORD_0003180,CUST_002686,2024-01-27 15:52:34,94.03,9.4,33.25,0.0,completed
ORD_0003181,CUST_002687,2024-05-21 02:36:53,83.86,8.39,28.38,0.0,completed
ORD_0003182,CUST_002688,2024-12-22 12:03:20,69.84,17.46,24.11,0.0,completed
ORD_0003183,CUST_002689,2025-02-27 12:37:43,130.91,13.09,42.41,0.0,completed
ORD_0003184,CUST_002690,2024-12-14 12:54:02,99.38,0.0,36.87,0.0,completed
ORD_0003185,CUST_002691,2025-03-28 07:43:11,96.18,0.0,35.31,0.0,completed
ORD_0003186,CUST_002692,2025-04-22 12:05:20,81.65,0.0,29.52,81.65,refunded
ORD_0003187,CUST_002693,2024-01-02 08:18:19,93.45,0.0,34.77,0.0,completed
ORD_0003188,CUST_002694,2025-02-23 21:41:47,91.85,22.96,34.64,0.0,completed
ORD_0003189,CUST_002695,2025-12-12 22:28:42,99.38,19.88,35.41,0.0,completed
ORD_0003190,CUST_002696,2025-03-28 13:37:05,102.8,20.56,36.7,0.0,completed
ORD_0003191,CUST_002697,2025-06-02 08:17:52,126.05,0.0,44.09,0.0,completed
ORD_0003192,CUST_002698,2024-10-16 00:11:07,120.09,0.0,43.45,0.0,completed
ORD_0003193,CUST_002698,2024-10-25 12:11:07,94.53,18.91,32.72,0.0,completed
ORD_0003194,CUST_002699,2025-08-19 07:21:23,75.74,15.15,25.18,32.82,completed
ORD_0003195,CUST_002700,2025-08-17 10:34:45,93.16,0.0,34.18,0.0,completed
ORD_0003196,CUST_002701,2025-03-09 03:37:05,91.36,0.0,34.54,0.0,completed
ORD_0003197,CUST_002702,2025-12-23 06:51:41,110.94,22.19,41.06,0.0,completed
ORD_0003198,CUST_002703,2024-05-12 03:38:35,131.74,0.0,49.28,131.74,refunded
ORD_0003199,CUST_002703,2024-05-22 06:38:35,97.02,0.0,34.5,0.0,completed
ORD_0003200,CUST_002703,2024-06-29 15:38:35,104.52,0.0,37.61,0.0,completed
ORD_0003201,CUST_002704,2024-01-18 13:03:19,120.8,0.0,42.26,0.0,completed
ORD_0003202,CUST_002704,2024-03-19 18:03:19,62.92,6.29,23.32,0.0,completed
ORD_0003203,CUST_002705,2025-08-04 02:08:08,125.22,31.3,47.42,0.0,completed
ORD_0003204,CUST_002706,2025-09-24 22:09:07,100.93,0.0,37.78,0.0,completed
ORD_0003205,CUST_002707,2024-04-29 11:27:39,59.26,0.0,20.64,0.0,completed
ORD_0003206,CUST_002708,2024-09-10 21:53:12,71.67,10.75,24.9,43.9,completed
ORD_0003207,CUST_002709,2024-01-16 03:33:13,57.03,0.0,18.67,0.0,completed
ORD_0003208,CUST_002710,2024-09-06 23:54:39,69.08,0.0,24.43,0.0,completed
ORD_0003209,CUST_002711,2025-08-23 17:58:14,99.45,0.0,34.89,0.0,completed
ORD_0003210,CUST_002712,2025-03-29 01:01:46,65.22,0.0,23.05,0.0,completed
ORD_0003211,CUST_002713,2024-11-12 02:28:15,66.05,6.6,23.92,0.0,completed
ORD_0003212,CUST_002714,2024-11-23 03:40:51,59.09,8.86,20.5,0.0,completed
ORD_0003213,CUST_002715,2024-01-22 06:50:32,108.81,0.0,39.69,0.0,completed
ORD_0003214,CUST_002716,2024-09-22 15:21:16,123.99,0.0,41.54,0.0,completed
ORD_0003215,CUST_002717,2025-06-04 20:59:46,83.05,0.0,31.31,35.61,completed
ORD_0003216,CUST_002718,2025-12-15 09:10:34,67.58,0.0,22.98,0.0,completed
ORD_0003217,CUST_002719,2025-10-23 14:04:43,108.25,0.0,35.53,0.0,completed
ORD_0003218,CUST_002720,2024-01-21 10:16:36,97.48,19.5,34.02,39.72,completed
ORD_0003219,CUST_002721,2025-11-17 16:22:24,81.45,0.0,27.13,0.0,completed
ORD_0003220,CUST_002722,2025-08-03 07:20:57,39.66,0.0,13.84,0.0,completed
ORD_0003221,CUST_002723,2025-08-12 03:15:52,95.65,0.0,30.61,0.0,completed
ORD_0003222,CUST_002723,2025-08-20 23:15:52,43.1,0.0,15.31,0.0,completed
ORD_0003223,CUST_002724,2025-01-12 17:52:26,148.67,22.3,47.97,148.67,refunded
ORD_0003224,CUST_002724,2025-07-13 14:52:26,96.28,0.0,32.9,0.0,completed
ORD_0003225,CUST_002725,2024-12-17 01:34:35,94.0,0.0,33.56,0.0,completed
ORD_0003226,CUST_002726,2024-10-01 03:25:17,66.68,0.0,24.24,0.0,completed
ORD_0003227,CUST_002727,2024-03-17 09:17:42,87.23,8.72,28.07,0.0,completed
ORD_0003228,CUST_002728,2024-08-20 04:13:21,89.64,0.0,29.28,0.0,completed
ORD_0003229,CUST_002729,2024-08-09 18:15:07,77.88,0.0,28.1,0.0,completed
ORD_0003230,CUST_002730,2025-02-13 10:33:02,70.35,10.55,25.45,0.0,completed
ORD_0003231,CUST_002731,2025-08-23 01:10:37,62.29,9.34,22.51,0.0,completed
ORD_0003232,CUST_002731,2025-10-08 04:10:37,69.26,0.0,26.22,0.0,completed
ORD_0003233,CUST_002732,2025-02-12 21:52:57,100.06,0.0,32.64,0.0,completed
ORD_0003234,CUST_002733,2024-02-24 17:34:28,134.69,0.0,46.54,0.0,completed
ORD_0003235,CUST_002733,2024-04-04 00:34:28,86.4,0.0,28.39,0.0,completed
ORD_0003236,CUST_002734,2025-12-10 19:56:50,82.36,0.0,27.4,0.0,completed
ORD_0003237,CUST_002735,2025-11-10 14:41:32,109.57,10.96,37.36,0.0,completed
ORD_0003238,CUST_002735,2025-11-27 05:41:32,90.85,0.0,33.57,0.0,completed
ORD_0003239,CUST_002735,2025-12-16 00:41:32,59.25,0.0,22.41,0.0,completed
ORD_0003240,CUST_002736,2025-08-28 07:22:23,101.4,15.21,37.8,0.0,completed
ORD_0003241,CUST_002737,2025-12-05 03:53:10,100.21,0.0,34.18,0.0,completed
ORD_0003242,CUST_002738,2025-03-08 12:43:13,85.7,0.0,27.59,0.0,completed
ORD_0003243,CUST_002738,2025-04-20 03:43:13,113.97,22.79,37.15,0.0,completed
ORD_0003244,CUST_002739,2025-12-25 05:25:46,117.3,0.0,43.89,0.0,completed
ORD_0003245,CUST_002740,2024-03-07 14:46:59,66.23,0.0,22.18,0.0,completed
ORD_0003246,CUST_002741,2024-11-15 17:10:22,105.81,21.16,36.69,0.0,completed
ORD_0003247,CUST_002742,2024-07-27 15:55:25,112.21,11.22,39.43,0.0,completed
ORD_0003248,CUST_002742,2024-09-03 17:55:25,115.5,0.0,43.4,0.0,completed
ORD_0003249,CUST_002743,2024-07-12 22:15:21,71.48,10.72,23.53,0.0,completed
ORD_0003250,CUST_002744,2024-05-18 13:22:03,99.72,0.0,34.97,0.0,completed
ORD_0003251,CUST_002745,2025-05-31 12:08:11,124.1,0.0,41.96,0.0,completed
ORD_0003252,CUST_002746,2025-08-31 03:41:47,106.29,15.94,35.91,0.0,completed
ORD_0003253,CUST_002746,2025-10-12 01:41:47,131.06,13.11,42.2,0.0,completed
ORD_0003254,CUST_002747,2025-04-12 11:42:54,64.9,0.0,24.37,0.0,completed
ORD_0003255,CUST_002748,2024-05-20 04:00:14,92.56,18.51,30.14,0.0,completed
ORD_0003256,CUST_002748,2024-06-15 02:00:14,64.54,0.0,22.64,0.0,completed
ORD_0003257,CUST_002749,2025-09-13 02:51:01,50.06,0.0,18.44,0.0,completed
ORD_0003258,CUST_002750,2025-05-28 14:14:15,85.78,0.0,30.65,28.64,completed
ORD_0003259,CUST_002751,2024-12-29 12:35:16,66.84,6.68,24.59,0.0,completed
ORD_0003260,CUST_002751,2025-02-05 09:35:16,105.02,10.5,35.72,0.0,completed
ORD_0003261,CUST_002752,2025-06-15 19:15:07,127.3,0.0,45.26,0.0,completed
ORD_0003262,CUST_002753,2024-08-29 23:21:10,70.36,7.04,24.42,0.0,completed
ORD_0003263,CUST_002753,2024-11-20 14:21:10,62.23,12.45,23.22,0.0,completed
ORD_0003264,CUST_002754,2024-11-03 22:29:17,63.5,6.35,21.67,0.0,completed
ORD_0003265,CUST_002755,2025-11-15 14:46:41,141.39,21.21,45.97,0.0,completed
ORD_0003266,CUST_002756,2024-09-01 23:59:02,83.21,0.0,29.85,0.0,completed
ORD_0003267,CUST_002757,2025-02-24 19:32:40,82.75,8.28,30.13,0.0,completed
ORD_0003268,CUST_002757,2025-03-28 17:32:40,78.28,11.74,29.47,0.0,completed
ORD_0003269,CUST_002758,2025-10-27 09:08:13,113.06,22.61,38.54,0.0,completed
ORD_0003270,CUST_002759,2025-07-27 12:36:14,104.04,0.0,36.7,0.0,completed
ORD_0003271,CUST_002760,2024-03-21 10:32:08,120.01,0.0,43.68,120.01,refunded
ORD_0003272,CUST_002760,2024-04-14 00:32:08,109.28,0.0,38.43,0.0,completed
ORD_0003273,CUST_002761,2024-05-07 08:20:58,84.89,0.0,30.89,0.0,completed
ORD_0003274,CUST_002762,2024-01-10 12:02:54,80.52,0.0,29.01,0.0,completed
ORD_0003275,CUST_002763,2025-05-28 16:26:32,85.46,12.82,29.03,0.0,completed
ORD_0003276,CUST_002764,2025-01-16 13:13:12,104.67,0.0,37.87,61.83,completed
ORD_0003277,CUST_002765,2024-05-13 03:38:38,121.93,0.0,44.88,0.0,completed
ORD_0003278,CUST_002766,2025-12-06 17:56:50,87.08,13.06,30.15,0.0,completed
ORD_0003279,CUST_002767,2025-03-09 22:08:42,72.51,0.0,27.29,72.51,refunded
ORD_0003280,CUST_002767,2025-05-12 00:08:42,58.56,8.78,19.35,0.0,completed
ORD_0003281,CUST_002768,2024-08-07 15:54:00,78.43,0.0,28.38,0.0,completed
ORD_0003282,CUST_002769,2025-02-12 23:22:28,106.59,0.0,37.41,0.0,completed
ORD_0003283,CUST_002770,2025-06-29 19:17:54,65.53,6.55,22.95,0.0,completed
ORD_0003284,CUST_002771,2024-03-10 03:30:09,103.62,0.0,37.02,0.0,completed
ORD_0003285,CUST_002772,2024-09-11 07:29:49,63.77,0.0,21.78,0.0,completed
ORD_0003286,CUST_002772,2024-09-27 10:29:49,117.0,0.0,41.78,0.0,completed
ORD_0003287,CUST_002773,2025-09-26 18:50:19,102.35,25.59,36.55,0.0,completed
ORD_0003288,CUST_002774,2025-01-23 00:51:45,80.02,12.0,26.4,0.0,completed
ORD_0003289,CUST_002775,2025-03-15 06:47:17,93.99,0.0,34.64,0.0,completed
ORD_0003290,CUST_002776,2025-01-26 07:06:00,137.92,0.0,48.52,0.0,completed
ORD_0003291,CUST_002777,2024-02-11 13:09:15,82.7,0.0,27.23,0.0,completed
ORD_0003292,CUST_002778,2024-06-15 15:23:57,74.47,18.62,27.45,74.47,refunded
ORD_0003293,CUST_002779,2025-01-01 16:17:59,58.72,8.81,19.01,0.0,completed
ORD_0003294,CUST_002779,2025-03-30 14:17:59,104.35,15.65,37.09,0.0,completed
ORD_0003295,CUST_002780,2024-07-26 00:57:38,115.59,0.0,38.03,0.0,completed
ORD_0003296,CUST_002781,2024-02-27 04:03:02,90.92,0.0,31.91,0.0,completed
ORD_0003297,CUST_002782,2025-10-20 11:20:56,85.78,0.0,30.62,0.0,completed
ORD_0003298,CUST_002783,2025-12-28 01:57:51,58.77,0.0,20.13,37.29,completed
ORD_0003299,CUST_002784,2025-09-09 02:49:04,131.1,0.0,43.35,0.0,completed
ORD_0003300,CUST_002785,2025-10-19 15:13:58,98.08,9.81,37.21,0.0,completed
ORD_0003301,CUST_002786,2024-08-17 07:38:13,116.28,11.63,40.34,0.0,completed
ORD_0003302,CUST_002787,2025-12-18 20:19:10,91.52,9.15,32.42,0.0,completed
ORD_0003303,CUST_002788,2024-07-30 03:10:30,89.07,0.0,29.62,0.0,completed
ORD_0003304,CUST_002789,2025-12-07 02:51:07,84.14,0.0,30.66,0.0,completed
ORD_0003305,CUST_002790,2025-12-06 20:13:13,39.09,0.0,13.24,0.0,completed
ORD_0003306,CUST_002791,2025-07-25 06:39:49,78.08,19.52,28.11,78.08,refunded
ORD_0003307,CUST_002792,2025-12-17 13:07:51,135.8,0.0,50.3,135.8,refunded
ORD_0003308,CUST_002793,2025-04-28 17:24:36,57.87,11.57,19.71,0.0,completed
ORD_0003309,CUST_002794,2024-08-12 11:42:58,62.71,6.27,20.99,0.0,completed
ORD_0003310,CUST_002795,2025-01-25 18:44:08,97.32,0.0,36.29,0.0,completed
ORD_0003311,CUST_002796,2025-04-30 06:38:42,77.94,7.79,29.6,0.0,completed
ORD_0003312,CUST_002796,2025-07-19 21:38:42,69.59,6.96,25.61,0.0,completed
ORD_0003313,CUST_002797,2024-03-30 10:11:24,140.9,0.0,46.61,0.0,completed
ORD_0003314,CUST_002797,2024-04-10 21:11:24,91.05,18.21,30.71,0.0,completed
ORD_0003315,CUST_002798,2025-05-06 04:07:17,82.63,8.26,28.07,0.0,completed
ORD_0003316,CUST_002799,2025-12-02 12:24:13,75.11,18.78,25.76,0.0,completed
ORD_0003317,CUST_002800,2024-06-18 13:33:07,158.95,0.0,54.31,0.0,completed
ORD_0003318,CUST_002801,2025-09-30 21:15:58,85.31,0.0,29.2,0.0,completed
ORD_0003319,CUST_002802,2025-11-25 23:53:39,138.7,13.87,51.47,0.0,completed
ORD_0003320,CUST_002803,2025-11-08 23:02:23,90.09,9.01,29.86,0.0,completed
ORD_0003321,CUST_002804,2025-12-11 23:03:51,141.22,0.0,53.62,0.0,completed
ORD_0003322,CUST_002805,2025-03-14 16:55:43,82.17,12.33,28.0,82.17,refunded
ORD_0003323,CUST_002805,2025-05-21 18:55:43,61.42,6.14,21.05,0.0,completed
ORD_0003324,CUST_002806,2025-12-16 21:07:49,77.75,11.66,26.3,0.0,completed
ORD_0003325,CUST_002807,2025-08-15 22:41:25,146.74,0.0,52.37,0.0,completed
ORD_0003326,CUST_002808,2024-06-03 22:58:08,114.67,11.47,40.24,0.0,completed
ORD_0003327,CUST_002809,2025-02-12 01:26:06,139.04,0.0,50.24,0.0,completed
ORD_0003328,CUST_002810,2025-07-31 13:19:46,91.51,18.3,34.66,0.0,completed
ORD_0003329,CUST_002811,2024-08-21 20:53:00,155.28,0.0,50.49,0.0,completed
ORD_0003330,CUST_002812,2025-05-13 00:01:05,94.19,14.13,31.13,0.0,completed
ORD_0003331,CUST_002813,2025-06-25 22:05:35,111.92,0.0,41.24,36.56,completed
ORD_0003332,CUST_002814,2024-06-03 07:55:40,96.7,14.5,34.79,96.7,refunded
ORD_0003333,CUST_002815,2025-04-23 15:35:25,103.47,20.69,37.72,0.0,completed
ORD_0003334,CUST_002816,2025-08-14 06:44:05,109.86,0.0,38.93,0.0,completed
ORD_0003335,CUST_002817,2025-02-09 09:06:51,111.58,0.0,42.23,111.58,refunded
ORD_0003336,CUST_002818,2024-01-03 01:18:25,73.12,0.0,26.81,0.0,completed
ORD_0003337,CUST_002819,2024-01-27 21:59:36,41.41,0.0,14.79,0.0,completed
ORD_0003338,CUST_002819,2024-03-10 07:59:36,78.33,0.0,28.26,0.0,completed
ORD_0003339,CUST_002820,2024-11-21 19:50:19,120.08,0.0,42.13,0.0,completed
ORD_0003340,CUST_002820,2024-11-25 16:50:19,136.0,20.4,47.67,0.0,completed
ORD_0003341,CUST_002821,2025-11-10 01:54:02,87.11,17.42,28.38,0.0,completed
ORD_0003342,CUST_002822,2024-08-27 08:46:19,85.41,8.54,29.89,0.0,completed
ORD_0003343,CUST_002823,2025-05-29 14:34:40,96.52,0.0,32.07,0.0,completed
ORD_0003344,CUST_002823,2025-06-22 15:34:40,92.17,0.0,33.53,0.0,completed
ORD_0003345,CUST_002824,2024-07-06 16:37:30,60.87,0.0,21.37,0.0,completed
ORD_0003346,CUST_002825,2024-10-14 09:03:11,114.41,0.0,41.62,0.0,completed
ORD_0003347,CUST_002825,2025-01-17 14:03:11,98.54,0.0,35.1,0.0,completed
ORD_0003348,CUST_002826,2025-10-27 05:45:03,125.66,25.13,47.45,0.0,completed
ORD_0003349,CUST_002827,2025-07-25 20:26:35,118.98,0.0,39.55,0.0,completed
ORD_0003350,CUST_002828,2024-04-14 18:54:39,88.45,0.0,31.21,0.0,completed
ORD_0003351,CUST_002829,2025-01-20 03:42:29,111.13,0.0,40.95,0.0,completed
ORD_0003352,CUST_002830,2024-02-24 18:55:39,78.73,0.0,25.26,0.0,completed
ORD_0003353,CUST_002830,2024-04-12 12:55:39,94.35,18.87,34.35,94.35,refunded
ORD_0003354,CUST_002831,2025-02-13 16:21:13,74.61,11.19,26.8,36.9,completed
ORD_0003355,CUST_002832,2025-06-25 13:47:43,86.13,0.0,31.27,0.0,completed
ORD_0003356,CUST_002833,2024-04-13 18:24:30,127.1,12.71,42.98,127.1,refunded
ORD_0003357,CUST_002834,2024-09-19 07:24:09,57.22,0.0,20.96,0.0,completed
ORD_0003358,CUST_002835,2024-12-30 18:01:43,111.83,0.0,39.29,0.0,completed
ORD_0003359,CUST_002836,2025-11-07 23:16:19,74.94,0.0,24.75,0.0,completed
ORD_0003360,CUST_002837,2025-12-21 06:34:08,33.41,6.68,11.53,0.0,completed
ORD_0003361,CUST_002838,2024-02-07 10:24:20,71.92,0.0,26.34,0.0,completed
ORD_0003362,CUST_002839,2025-08-17 00:22:15,134.59,0.0,45.72,0.0,completed
ORD_0003363,CUST_002839,2025-11-02 17:22:15,79.86,0.0,29.19,0.0,completed
ORD_0003364,CUST_002840,2024-11-05 03:01:32,90.43,0.0,32.46,28.34,completed
ORD_0003365,CUST_002841,2024-12-06 11:55:13,75.79,11.37,28.62,0.0,completed
ORD_0003366,CUST_002842,2025-08-14 04:08:23,118.06,0.0,41.58,118.06,refunded
ORD_0003367,CUST_002843,2025-11-28 11:47:15,107.05,21.41,36.96,0.0,completed
ORD_0003368,CUST_002844,2025-12-13 01:32:00,116.01,11.6,37.7,0.0,completed
ORD_0003369,CUST_002845,2025-04-04 22:48:57,74.68,7.47,27.91,0.0,completed
ORD_0003370,CUST_002846,2024-11-29 06:52:56,103.25,10.32,37.23,0.0,completed
ORD_0003371,CUST_002847,2025-08-20 18:24:17,43.39,0.0,14.93,0.0,completed
ORD_0003372,CUST_002847,2025-11-20 01:24:17,85.64,17.13,30.96,58.07,completed
ORD_0003373,CUST_002848,2024-08-20 23:24:00,141.56,0.0,46.59,0.0,completed
ORD_0003374,CUST_002849,2025-04-27 20:40:26,96.3,14.44,31.22,0.0,completed
ORD_0003375,CUST_002850,2024-11-28 04:40:43,191.76,0.0,71.9,0.0,completed
ORD_0003376,CUST_002851,2025-06-12 16:38:08,88.48,0.0,32.06,0.0,completed
ORD_0003377,CUST_002852,2024-08-23 06:48:45,108.29,0.0,36.24,0.0,completed
ORD_0003378,CUST_002853,2024-07-17 01:38:45,96.58,9.66,34.19,0.0,completed
ORD_0003379,CUST_002854,2025-11-29 06:53:09,107.19,0.0,35.95,107.19,refunded
ORD_0003380,CUST_002854,2025-12-02 08:53:09,125.02,18.75,40.88,0.0,completed
ORD_0003381,CUST_002855,2024-04-06 16:28:48,111.11,0.0,39.67,0.0,completed
ORD_0003382,CUST_002856,2025-02-26 03:46:14,98.86,14.83,34.48,98.86,refunded
ORD_0003383,CUST_002857,2024-07-06 10:55:32,104.13,10.41,38.11,0.0,completed
ORD_0003384,CUST_002858,2024-02-21 04:07:06,111.98,0.0,36.98,0.0,completed
ORD_0003385,CUST_002859,2024-02-29 03:30:07,111.6,27.9,41.39,71.17,completed
ORD_0003386,CUST_002860,2024-06-17 12:44:43,143.51,14.35,50.83,0.0,completed
ORD_0003387,CUST_002861,2025-10-17 10:34:29,78.88,0.0,29.1,40.64,completed
ORD_0003388,CUST_002862,2024-09-29 02:33:53,85.89,0.0,31.67,0.0,completed
ORD_0003389,CUST_002863,2025-12-12 01:09:34,62.36,9.35,20.68,0.0,completed
ORD_0003390,CUST_002864,2025-04-27 15:35:21,104.4,0.0,39.34,0.0,completed
ORD_0003391,CUST_002865,2025-01-22 11:06:54,88.67,0.0,33.37,0.0,completed
ORD_0003392,CUST_002866,2025-04-11 12:56:07,28.26,0.0,10.23,0.0,completed
ORD_0003393,CUST_002867,2025-03-24 10:58:31,89.24,0.0,29.73,89.24,refunded
ORD_0003394,CUST_002868,2025-08-07 19:06:23,107.66,0.0,39.5,0.0,completed
ORD_0003395,CUST_002868,2025-09-09 02:06:23,161.78,0.0,58.76,0.0,completed
ORD_0003396,CUST_002869,2024-09-20 13:42:52,57.94,0.0,21.58,0.0,completed
ORD_0003397,CUST_002870,2024-11-28 11:08:09,139.13,0.0,48.66,0.0,completed
ORD_0003398,CUST_002870,2025-01-13 04:08:09,118.62,11.86,41.37,0.0,completed
ORD_0003399,CUST_002871,2025-11-15 15:59:54,118.86,11.89,40.74,118.86,refunded
ORD_0003400,CUST_002872,2025-12-21 17:49:34,66.05,0.0,21.91,0.0,completed
ORD_0003401,CUST_002873,2025-10-27 19:31:17,56.6,8.49,20.99,56.6,refunded
